CHAPTER	O
I.	O

Down	O
the	O
Rabbit-Hole	O
Alice	O
was	O
beginning	O
to	O
get	O
very	O
tired	O
of	O
sitting	O
by	O
her	O
sister	O
on	O
the	O
bank	O
,	O
and	O
of	O
having	O
nothing	O
to	O
do	O
:	O
once	O
or	O
twice	O
she	O
had	O
peeped	O
into	O
the	O
book	O
her	O
sister	O
was	O
reading	O
,	O
but	O
it	O
had	O
no	O
pictures	O
or	O
conversations	O
in	O
it	O
,	O
"	O
and	B-QUOTE
what	I-QUOTE
is	I-QUOTE
the	I-QUOTE
use	I-QUOTE
of	I-QUOTE
a	I-QUOTE
book	I-QUOTE
,	I-QUOTE
"	O
thought	O
Alice	O
"	O
without	B-QUOTE
pictures	I-QUOTE
or	I-QUOTE
conversations	I-QUOTE
?	I-QUOTE

"	O
So	O
she	O
was	O
considering	O
in	O
her	O
own	O
mind	O
(	O
as	O
well	O
as	O
she	O
could	O
,	O
for	O
the	O
hot	O
day	O
made	O
her	O
feel	O
very	O
sleepy	O
and	O
stupid	O
)	O
,	O
whether	O
the	O
pleasure	O
of	O
making	O
a	O
daisy-chain	O
would	O
be	O
worth	O
the	O
trouble	O
of	O
getting	O
up	O
and	O
picking	O
the	O
daisies	O
,	O
when	O
suddenly	O
a	O
White	O
Rabbit	O
with	O
pink	O
eyes	O
ran	O
close	O
by	O
her.	O

There	O
was	O
nothing	O
so	O
_very_	O
remarkable	O
in	O
that	O
;	O
nor	O
did	O
Alice	O
think	O
it	O
so	O
_very_	O
much	O
out	O
of	O
the	O
way	O
to	O
hear	O
the	O
Rabbit	O
say	O
to	O
itself	O
,	O
"	O
Oh	B-QUOTE
dear	I-QUOTE
!	I-QUOTE

Oh	I-QUOTE
dear	I-QUOTE
!	I-QUOTE

I	I-QUOTE
shall	I-QUOTE
be	I-QUOTE
late	I-QUOTE
!	I-QUOTE

"	O
(	O
when	O
she	O
thought	O
it	O
over	O
afterwards	O
,	O
it	O
occurred	O
to	O
her	O
that	O
she	O
ought	O
to	O
have	O
wondered	O
at	O
this	O
,	O
but	O
at	O
the	O
time	O
it	O
all	O
seemed	O
quite	O
natural	O
)	O
;	O
but	O
when	O
the	O
Rabbit	O
actually	O
_took	O
a	O
watch	O
out	O
of	O
its	O
waistcoat-pocket_	O
,	O
and	O
looked	O
at	O
it	O
,	O
and	O
then	O
hurried	O
on	O
,	O
Alice	O
started	O
to	O
her	O
feet	O
,	O
for	O
it	O
flashed	O
across	O
her	O
mind	O
that	O
she	O
had	O
never	O
before	O
seen	O
a	O
rabbit	O
with	O
either	O
a	O
waistcoat-pocket	O
,	O
or	O
a	O
watch	O
to	O
take	O
out	O
of	O
it	O
,	O
and	O
burning	O
with	O
curiosity	O
,	O
she	O
ran	O
across	O
the	O
field	O
after	O
it	O
,	O
and	O
fortunately	O
was	O
just	O
in	O
time	O
to	O
see	O
it	O
pop	O
down	O
a	O
large	O
rabbit-hole	O
under	O
the	O
hedge.	O

In	O
another	O
moment	O
down	O
went	O
Alice	O
after	O
it	O
,	O
never	O
once	O
considering	O
how	O
in	O
the	O
world	O
she	O
was	O
to	O
get	O
out	O
again.	O

The	O
rabbit-hole	O
went	O
straight	O
on	O
like	O
a	O
tunnel	O
for	O
some	O
way	O
,	O
and	O
then	O
dipped	O
suddenly	O
down	O
,	O
so	O
suddenly	O
that	O
Alice	O
had	O
not	O
a	O
moment	O
to	O
think	O
about	O
stopping	O
herself	O
before	O
she	O
found	O
herself	O
falling	O
down	O
a	O
very	O
deep	O
well.	O

Either	O
the	O
well	O
was	O
very	O
deep	O
,	O
or	O
she	O
fell	O
very	O
